paralog_pair,gene_A,gene_B,n_cell_lines_scored,scored_in_PC9,scored_in_HeLa,prediction_PC9,prediction_HeLa
NBPF20_NBPF26,NBPF20,NBPF26,1,TRUE,FALSE,0.302010536,
NBPF4_NBPF10,NBPF4,NBPF10,1,TRUE,FALSE,0.26864633,
NBPF4_NBPF11,NBPF4,NBPF11,1,TRUE,FALSE,0.177954376,
NBPF4_NBPF12,NBPF4,NBPF12,1,TRUE,FALSE,0.204380676,
NBPF4_NBPF14,NBPF4,NBPF14,2,TRUE,TRUE,0.265336514,0.188445345
NBPF4_NBPF15,NBPF4,NBPF15,1,TRUE,FALSE,0.131986886,
NBPF4_NBPF19,NBPF4,NBPF19,1,TRUE,FALSE,0.192171484,
NBPF4_NBPF26,NBPF4,NBPF26,1,TRUE,FALSE,0.316538811,
NBPF4_NBPF6,NBPF4,NBPF6,1,TRUE,FALSE,0.307676584,
NBPF6_NBPF10,NBPF6,NBPF10,1,TRUE,FALSE,0.281423658,
NBPF6_NBPF11,NBPF6,NBPF11,1,TRUE,FALSE,0.23018463,
NBPF6_NBPF12,NBPF6,NBPF12,1,TRUE,FALSE,0.194433108,
NBPF6_NBPF14,NBPF6,NBPF14,2,TRUE,TRUE,0.28164649,0.178594545
NBPF6_NBPF15,NBPF6,NBPF15,1,TRUE,FALSE,0.163557976,
NBPF6_NBPF19,NBPF6,NBPF19,1,TRUE,FALSE,0.249073237,
NBPF6_NBPF26,NBPF6,NBPF26,1,TRUE,FALSE,0.313861042,
NBPF9_NBPF10,NBPF9,NBPF10,1,TRUE,FALSE,0.237030119,
NBPF9_NBPF11,NBPF9,NBPF11,1,TRUE,FALSE,0.100901783,
NBPF9_NBPF12,NBPF9,NBPF12,1,TRUE,FALSE,0.101600975,
NBPF9_NBPF14,NBPF9,NBPF14,2,TRUE,TRUE,0.219208449,0.213316917
NBPF9_NBPF15,NBPF9,NBPF15,1,TRUE,FALSE,0.120759785,
NBPF9_NBPF19,NBPF9,NBPF19,1,TRUE,FALSE,0.339155585,
NBPF9_NBPF20,NBPF9,NBPF20,1,TRUE,FALSE,0.241089106,
NBPF9_NBPF26,NBPF9,NBPF26,1,TRUE,FALSE,0.188105643,
NLRP2B_PYDC2,NLRP2B,PYDC2,2,TRUE,TRUE,0.149656057,0.122532919
NPIPA1_NPIPA2,NPIPA1,NPIPA2,1,TRUE,FALSE,0.150926039,
NPIPA1_NPIPA3,NPIPA1,NPIPA3,1,TRUE,FALSE,0.153072983,
NPIPA1_NPIPA5,NPIPA1,NPIPA5,1,TRUE,FALSE,0.117432229,
NPIPA1_NPIPA7,NPIPA1,NPIPA7,1,TRUE,FALSE,0.122966774,
NPIPA1_NPIPA8,NPIPA1,NPIPA8,1,TRUE,FALSE,0.133464634,
NPIPA1_NPIPB11,NPIPA1,NPIPB11,1,TRUE,FALSE,0.318641424,
NPIPA1_NPIPB12,NPIPA1,NPIPB12,1,TRUE,FALSE,0.272430241,
NPIPA1_NPIPB13,NPIPA1,NPIPB13,1,TRUE,FALSE,0.315193117,
NPIPA1_NPIPB15,NPIPA1,NPIPB15,1,TRUE,FALSE,0.15020825,
NPIPA1_NPIPB2,NPIPA1,NPIPB2,1,TRUE,FALSE,0.121338032,
NPIPA1_NPIPB3,NPIPA1,NPIPB3,1,TRUE,FALSE,0.268701375,
NPIPA1_NPIPB4,NPIPA1,NPIPB4,1,TRUE,FALSE,0.37111938,
NPIPA1_NPIPB5,NPIPA1,NPIPB5,1,TRUE,FALSE,0.360133082,
NPIPA1_NPIPB6,NPIPA1,NPIPB6,1,TRUE,FALSE,0.140491083,
NPIPA1_NPIPB8,NPIPA1,NPIPB8,1,TRUE,FALSE,0.137017578,
NPIPA1_NPIPB9,NPIPA1,NPIPB9,1,TRUE,FALSE,0.13876608,
NPIPA2_NPIPA3,NPIPA2,NPIPA3,1,TRUE,FALSE,0.120811231,
NPIPA2_NPIPA5,NPIPA2,NPIPA5,1,TRUE,FALSE,0.078102604,
NPIPA2_NPIPA7,NPIPA2,NPIPA7,1,TRUE,FALSE,0.080284119,
NPIPA2_NPIPA8,NPIPA2,NPIPA8,1,TRUE,FALSE,0.096516334,
NPIPA2_NPIPB11,NPIPA2,NPIPB11,1,TRUE,FALSE,0.262237668,
NPIPA2_NPIPB12,NPIPA2,NPIPB12,1,TRUE,FALSE,0.183952287,
NPIPA2_NPIPB13,NPIPA2,NPIPB13,1,TRUE,FALSE,0.2537615,
NPIPA2_NPIPB15,NPIPA2,NPIPB15,1,TRUE,FALSE,0.094206348,
NPIPA2_NPIPB2,NPIPA2,NPIPB2,1,TRUE,FALSE,0.093833432,
NPIPA2_NPIPB3,NPIPA2,NPIPB3,1,TRUE,FALSE,0.127280787,
NPIPA2_NPIPB4,NPIPA2,NPIPB4,1,TRUE,FALSE,0.284822971,
NPIPA2_NPIPB5,NPIPA2,NPIPB5,1,TRUE,FALSE,0.259078056,
NPIPA2_NPIPB6,NPIPA2,NPIPB6,1,TRUE,FALSE,0.117336668,
NPIPA2_NPIPB8,NPIPA2,NPIPB8,1,TRUE,FALSE,0.123869069,
NPIPA2_NPIPB9,NPIPA2,NPIPB9,1,TRUE,FALSE,0.121458896,
NPIPA3_NPIPA5,NPIPA3,NPIPA5,1,TRUE,FALSE,0.064928569,
NPIPA3_NPIPA7,NPIPA3,NPIPA7,1,TRUE,FALSE,0.063465238,
NPIPA3_NPIPA8,NPIPA3,NPIPA8,1,TRUE,FALSE,0.089549817,
NPIPA3_NPIPB11,NPIPA3,NPIPB11,1,TRUE,FALSE,0.271558017,
NPIPA3_NPIPB12,NPIPA3,NPIPB12,1,TRUE,FALSE,0.181703612,
NPIPA3_NPIPB13,NPIPA3,NPIPB13,1,TRUE,FALSE,0.260547459,
NPIPA3_NPIPB15,NPIPA3,NPIPB15,1,TRUE,FALSE,0.090850465,
NPIPA3_NPIPB2,NPIPA3,NPIPB2,1,TRUE,FALSE,0.093493424,
NPIPA3_NPIPB3,NPIPA3,NPIPB3,1,TRUE,FALSE,0.126915827,
NPIPA3_NPIPB4,NPIPA3,NPIPB4,1,TRUE,FALSE,0.285560697,
NPIPA3_NPIPB5,NPIPA3,NPIPB5,1,TRUE,FALSE,0.258607179,
NPIPA3_NPIPB6,NPIPA3,NPIPB6,1,TRUE,FALSE,0.118924513,
NPIPA3_NPIPB8,NPIPA3,NPIPB8,1,TRUE,FALSE,0.125524133,
NPIPA3_NPIPB9,NPIPA3,NPIPB9,1,TRUE,FALSE,0.122377552,
NPIPA5_NPIPA7,NPIPA5,NPIPA7,1,TRUE,FALSE,0.037391994,
NPIPA5_NPIPA8,NPIPA5,NPIPA8,1,TRUE,FALSE,0.047205642,
NPIPA5_NPIPB11,NPIPA5,NPIPB11,1,TRUE,FALSE,0.085940167,
NPIPA5_NPIPB12,NPIPA5,NPIPB12,1,TRUE,FALSE,0.0504357,
NPIPA5_NPIPB13,NPIPA5,NPIPB13,1,TRUE,FALSE,0.078001894,
NPIPA5_NPIPB15,NPIPA5,NPIPB15,1,TRUE,FALSE,0.028184729,
NPIPA5_NPIPB2,NPIPA5,NPIPB2,1,TRUE,FALSE,0.03593345,
NPIPA5_NPIPB3,NPIPA5,NPIPB3,1,TRUE,FALSE,0.078903571,
NPIPA5_NPIPB4,NPIPA5,NPIPB4,1,TRUE,FALSE,0.077419885,
NPIPA5_NPIPB5,NPIPA5,NPIPB5,1,TRUE,FALSE,0.086769864,
NPIPA5_NPIPB6,NPIPA5,NPIPB6,1,TRUE,FALSE,0.070042014,
NPIPA5_NPIPB8,NPIPA5,NPIPB8,1,TRUE,FALSE,0.050283544,
NPIPA5_NPIPB9,NPIPA5,NPIPB9,1,TRUE,FALSE,0.08550027,
NPIPA7_NPIPA8,NPIPA7,NPIPA8,1,TRUE,FALSE,0.051404111,
NPIPA7_NPIPB11,NPIPA7,NPIPB11,1,TRUE,FALSE,0.026086781,
NPIPA7_NPIPB12,NPIPA7,NPIPB12,1,TRUE,FALSE,0.013397416,
NPIPA7_NPIPB13,NPIPA7,NPIPB13,1,TRUE,FALSE,0.021452043,
NPIPA7_NPIPB15,NPIPA7,NPIPB15,1,TRUE,FALSE,0.009161392,
NPIPA7_NPIPB2,NPIPA7,NPIPB2,1,TRUE,FALSE,0.01307806,
NPIPA7_NPIPB3,NPIPA7,NPIPB3,1,TRUE,FALSE,0.071825862,
NPIPA7_NPIPB4,NPIPA7,NPIPB4,1,TRUE,FALSE,0.021455834,
NPIPA7_NPIPB5,NPIPA7,NPIPB5,1,TRUE,FALSE,0.050609864,
NPIPA7_NPIPB6,NPIPA7,NPIPB6,1,TRUE,FALSE,0.068155028,
NPIPA7_NPIPB8,NPIPA7,NPIPB8,1,TRUE,FALSE,0.016243255,
NPIPA7_NPIPB9,NPIPA7,NPIPB9,1,TRUE,FALSE,0.08666686,
NPIPA8_NPIPB11,NPIPA8,NPIPB11,1,TRUE,FALSE,0.255705774,
NPIPA8_NPIPB12,NPIPA8,NPIPB12,1,TRUE,FALSE,0.148996904,
NPIPA8_NPIPB13,NPIPA8,NPIPB13,1,TRUE,FALSE,0.24634257,
NPIPA8_NPIPB15,NPIPA8,NPIPB15,1,TRUE,FALSE,0.074532643,
NPIPA8_NPIPB2,NPIPA8,NPIPB2,1,TRUE,FALSE,0.078374013,
NPIPA8_NPIPB3,NPIPA8,NPIPB3,1,TRUE,FALSE,0.12473885,
NPIPA8_NPIPB4,NPIPA8,NPIPB4,1,TRUE,FALSE,0.265408218,
NPIPA8_NPIPB5,NPIPA8,NPIPB5,1,TRUE,FALSE,0.236456871,
NPIPA8_NPIPB6,NPIPA8,NPIPB6,1,TRUE,FALSE,0.113032073,
NPIPA8_NPIPB8,NPIPA8,NPIPB8,1,TRUE,FALSE,0.106193207,
NPIPA8_NPIPB9,NPIPA8,NPIPB9,1,TRUE,FALSE,0.120928116,
NPIPB2_NPIPB3,NPIPB2,NPIPB3,1,TRUE,FALSE,0.123579599,
NPIPB2_NPIPB5,NPIPB2,NPIPB5,1,TRUE,FALSE,0.13120079,
NPIPB2_NPIPB6,NPIPB2,NPIPB6,1,TRUE,FALSE,0.111470096,
NPIPB2_NPIPB9,NPIPB2,NPIPB9,1,TRUE,FALSE,0.129982829,
NPIPB3_NPIPB11,NPIPB3,NPIPB11,1,TRUE,FALSE,0.255708754,
NPIPB3_NPIPB12,NPIPB3,NPIPB12,1,TRUE,FALSE,0.254921317,
NPIPB3_NPIPB13,NPIPB3,NPIPB13,1,TRUE,FALSE,0.23656413,
NPIPB3_NPIPB15,NPIPB3,NPIPB15,1,TRUE,FALSE,0.128534049,
NPIPB3_NPIPB4,NPIPB3,NPIPB4,1,TRUE,FALSE,0.271321177,
NPIPB3_NPIPB5,NPIPB3,NPIPB5,1,TRUE,FALSE,0.276969403,
NPIPB3_NPIPB6,NPIPB3,NPIPB6,1,TRUE,FALSE,0.137419626,
NPIPB3_NPIPB8,NPIPB3,NPIPB8,1,TRUE,FALSE,0.156119302,
NPIPB3_NPIPB9,NPIPB3,NPIPB9,1,TRUE,FALSE,0.148033679,
NPIPB4_NPIPB5,NPIPB4,NPIPB5,1,TRUE,FALSE,0.103448115,
NPIPB4_NPIPB6,NPIPB4,NPIPB6,1,TRUE,FALSE,0.255833626,
NPIPB4_NPIPB9,NPIPB4,NPIPB9,1,TRUE,FALSE,0.267205298,
NPIPB5_NPIPB11,NPIPB5,NPIPB11,1,TRUE,FALSE,0.067027636,
NPIPB5_NPIPB12,NPIPB5,NPIPB12,1,TRUE,FALSE,0.101117738,
NPIPB5_NPIPB13,NPIPB5,NPIPB13,1,TRUE,FALSE,0.066105187,
NPIPB5_NPIPB15,NPIPB5,NPIPB15,1,TRUE,FALSE,0.113887154,
NPIPB5_NPIPB6,NPIPB5,NPIPB6,1,TRUE,FALSE,0.224618062,
NPIPB5_NPIPB8,NPIPB5,NPIPB8,1,TRUE,FALSE,0.159882769,
NPIPB5_NPIPB9,NPIPB5,NPIPB9,1,TRUE,FALSE,0.235762551,
NPIPB6_NPIPB11,NPIPB6,NPIPB11,1,TRUE,FALSE,0.251576036,
NPIPB6_NPIPB12,NPIPB6,NPIPB12,1,TRUE,FALSE,0.219071254,
NPIPB6_NPIPB13,NPIPB6,NPIPB13,1,TRUE,FALSE,0.241536155,
NPIPB6_NPIPB15,NPIPB6,NPIPB15,1,TRUE,FALSE,0.121631116,
NPIPB6_NPIPB8,NPIPB6,NPIPB8,1,TRUE,FALSE,0.18201603,
NPIPB6_NPIPB9,NPIPB6,NPIPB9,1,TRUE,FALSE,0.182720333,
NPIPB8_NPIPB9,NPIPB8,NPIPB9,1,TRUE,FALSE,0.163034961,
NPIPB9_NPIPB11,NPIPB9,NPIPB11,1,TRUE,FALSE,0.26546213,
NPIPB9_NPIPB12,NPIPB9,NPIPB12,1,TRUE,FALSE,0.221874014,
NPIPB9_NPIPB13,NPIPB9,NPIPB13,1,TRUE,FALSE,0.251562208,
NPIPB9_NPIPB15,NPIPB9,NPIPB15,1,TRUE,FALSE,0.115888052,
NPY4R_NPY4R2,NPY4R,NPY4R2,2,TRUE,TRUE,0.171340778,0.074175701
NUDT4_NUDT4B,NUDT4,NUDT4B,2,TRUE,TRUE,0.11495471,0.12106395
NUTM2A_NUTM2B,NUTM2A,NUTM2B,1,TRUE,FALSE,0.099578887,
NUTM2A_NUTM2D,NUTM2A,NUTM2D,1,TRUE,FALSE,0.050715357,
NUTM2A_NUTM2E,NUTM2A,NUTM2E,1,TRUE,FALSE,0.136078253,
NUTM2A_NUTM2F,NUTM2A,NUTM2F,1,TRUE,FALSE,0.039240651,
NUTM2B_NUTM2D,NUTM2B,NUTM2D,1,TRUE,FALSE,0.089788377,
NUTM2B_NUTM2E,NUTM2B,NUTM2E,1,TRUE,FALSE,0.177514821,
NUTM2B_NUTM2F,NUTM2B,NUTM2F,1,TRUE,FALSE,0.072630689,
NUTM2D_NUTM2F,NUTM2D,NUTM2F,1,TRUE,FALSE,0.042970203,
NUTM2E_NUTM2F,NUTM2E,NUTM2F,1,TRUE,FALSE,0.088469051,
NXF2B_NXF5,NXF2B,NXF5,2,TRUE,TRUE,0.00406985,0.015913837
NXF2_NXF2B,NXF2,NXF2B,1,TRUE,FALSE,0.108377337,
NXF2_NXF5,NXF2,NXF5,2,TRUE,TRUE,0.011614986,0.016664071
OPN1MW2_OPN1MW3,OPN1MW2,OPN1MW3,1,TRUE,FALSE,0.094634116,
OPN1MW_OPN1MW2,OPN1MW,OPN1MW2,1,TRUE,FALSE,0.101912551,
OPN1MW_OPN1MW3,OPN1MW,OPN1MW3,1,TRUE,FALSE,0.100128159,
OR10A2_OR10A3,OR10A2,OR10A3,2,TRUE,TRUE,0.045256402,0.102662377
OR10A2_OR10A4,OR10A2,OR10A4,2,TRUE,TRUE,0.051226363,0.064544536
OR10A2_OR10A5,OR10A2,OR10A5,2,TRUE,TRUE,0.083625816,0.111589141
OR10A2_OR10A6,OR10A2,OR10A6,2,TRUE,TRUE,0.047865722,0.083508514
OR10A2_OR10A7,OR10A2,OR10A7,2,TRUE,TRUE,0.042214006,0.06830328
OR10A2_OR10AG1,OR10A2,OR10AG1,2,TRUE,TRUE,0.044423442,0.062573828
OR10A2_OR10C1,OR10A2,OR10C1,2,TRUE,TRUE,0.049629357,0.069989927
OR10A2_OR10P1,OR10A2,OR10P1,2,TRUE,TRUE,0.041769575,0.062932678
OR10A3_OR10A4,OR10A3,OR10A4,2,TRUE,TRUE,0.046716392,0.058132708
OR10A3_OR10A5,OR10A3,OR10A5,2,TRUE,TRUE,0.045348309,0.126171246
OR10A3_OR10A6,OR10A3,OR10A6,2,TRUE,TRUE,0.072604679,0.099546023
OR10A3_OR10A7,OR10A3,OR10A7,2,TRUE,TRUE,0.046657119,0.069203205
OR10A3_OR10AG1,OR10A3,OR10AG1,2,TRUE,TRUE,0.043973189,0.060719796
OR10A3_OR10C1,OR10A3,OR10C1,2,TRUE,TRUE,0.063185945,0.079646863
OR10A3_OR10P1,OR10A3,OR10P1,2,TRUE,TRUE,0.045111984,0.057009712
OR10A4_OR10A5,OR10A4,OR10A5,2,TRUE,TRUE,0.049971521,0.05803185
OR10A4_OR10A6,OR10A4,OR10A6,2,TRUE,TRUE,0.050821714,0.064456642
OR10A4_OR10A7,OR10A4,OR10A7,2,TRUE,TRUE,0.046709571,0.049908899
OR10A4_OR10AG1,OR10A4,OR10AG1,2,TRUE,TRUE,0.043443345,0.039751906
OR10A4_OR10C1,OR10A4,OR10C1,2,TRUE,TRUE,0.070322871,0.053298213
OR10A4_OR10P1,OR10A4,OR10P1,2,TRUE,TRUE,0.043647196,0.049906731
OR10A5_OR10A6,OR10A5,OR10A6,2,TRUE,TRUE,0.046997372,0.101599753
OR10A5_OR10A7,OR10A5,OR10A7,2,TRUE,TRUE,0.042907592,0.052469485
OR10A5_OR10AG1,OR10A5,OR10AG1,2,TRUE,TRUE,0.04346326,0.057842776
OR10A5_OR10C1,OR10A5,OR10C1,2,TRUE,TRUE,0.046350695,0.073618673
OR10A5_OR10P1,OR10A5,OR10P1,2,TRUE,TRUE,0.041092001,0.048600495
OR10A6_OR10A7,OR10A6,OR10A7,2,TRUE,TRUE,0.045440372,0.07704106
OR10A6_OR10AG1,OR10A6,OR10AG1,2,TRUE,TRUE,0.042690109,0.063695371
OR10A6_OR10C1,OR10A6,OR10C1,2,TRUE,TRUE,0.04974325,0.086942546
OR10A6_OR10P1,OR10A6,OR10P1,2,TRUE,TRUE,0.045301814,0.063644066
OR10A7_OR10AG1,OR10A7,OR10AG1,2,TRUE,TRUE,0.045631662,0.041865125
OR10A7_OR10C1,OR10A7,OR10C1,2,TRUE,TRUE,0.053399622,0.065791145
OR10A7_OR10P1,OR10A7,OR10P1,2,TRUE,TRUE,0.046012305,0.050727621
OR10AG1_OR10C1,OR10AG1,OR10C1,2,TRUE,TRUE,0.049382515,0.052240513
OR10AG1_OR10P1,OR10AG1,OR10P1,2,TRUE,TRUE,0.043608017,0.038142398
OR10C1_OR10P1,OR10C1,OR10P1,2,TRUE,TRUE,0.05325412,0.052554771
OR10D3_OR10G2,OR10D3,OR10G2,2,TRUE,TRUE,0.046309274,0.060280342
OR10D3_OR10G3,OR10D3,OR10G3,2,TRUE,TRUE,0.050550904,0.072261222
OR10D3_OR10G4,OR10D3,OR10G4,2,TRUE,TRUE,0.065138668,0.06111633
OR10D3_OR10G6,OR10D3,OR10G6,1,FALSE,TRUE,,0.058050185
OR10D3_OR10G7,OR10D3,OR10G7,2,TRUE,TRUE,0.062449854,0.062702656
OR10D3_OR10G8,OR10D3,OR10G8,2,TRUE,TRUE,0.062528349,0.060944755
OR10D3_OR10G9,OR10D3,OR10G9,2,TRUE,TRUE,0.065398462,0.062702656
OR10D3_OR10S1,OR10D3,OR10S1,2,TRUE,TRUE,0.057331692,0.04538234
OR10G2_OR10G3,OR10G2,OR10G3,2,TRUE,TRUE,0.056580633,0.043232702
OR10G2_OR10G4,OR10G2,OR10G4,2,TRUE,TRUE,0.044258766,0.048399102
OR10G2_OR10G6,OR10G2,OR10G6,2,TRUE,TRUE,0.049509849,0.059858125
OR10G2_OR10G7,OR10G2,OR10G7,2,TRUE,TRUE,0.044497985,0.062974885
OR10G2_OR10G8,OR10G2,OR10G8,2,TRUE,TRUE,0.045027904,0.054458447
OR10G2_OR10G9,OR10G2,OR10G9,2,TRUE,TRUE,0.04783779,0.061466951
OR10G2_OR10S1,OR10G2,OR10S1,2,TRUE,TRUE,0.043932542,0.046624057
OR10G3_OR10G4,OR10G3,OR10G4,2,TRUE,TRUE,0.046633989,0.05915932
OR10G3_OR10G6,OR10G3,OR10G6,2,TRUE,TRUE,0.050107282,0.046890847
OR10G3_OR10G7,OR10G3,OR10G7,2,TRUE,TRUE,0.045072105,0.062732294
OR10G3_OR10G8,OR10G3,OR10G8,2,TRUE,TRUE,0.044668473,0.054231673
OR10G3_OR10G9,OR10G3,OR10G9,2,TRUE,TRUE,0.049047496,0.063369386
OR10G3_OR10S1,OR10G3,OR10S1,2,TRUE,TRUE,0.04265777,0.046073612
OR10G4_OR10G6,OR10G4,OR10G6,1,TRUE,FALSE,0.063114747,
OR10G4_OR10G7,OR10G4,OR10G7,1,TRUE,FALSE,0.093160011,
OR10G4_OR10G8,OR10G4,OR10G8,2,TRUE,TRUE,0.089447334,0.072073281
OR10G4_OR10G9,OR10G4,OR10G9,1,TRUE,FALSE,0.116214849,
OR10G4_OR10S1,OR10G4,OR10S1,2,TRUE,TRUE,0.064588293,0.049744479
OR10G6_OR10G7,OR10G6,OR10G7,1,TRUE,FALSE,0.058284841,
OR10G6_OR10G8,OR10G6,OR10G8,2,TRUE,TRUE,0.060273752,0.063259572
OR10G6_OR10G9,OR10G6,OR10G9,1,TRUE,FALSE,0.067146212,
OR10G6_OR10S1,OR10G6,OR10S1,2,TRUE,TRUE,0.06581147,0.050483398
OR10G7_OR10G8,OR10G7,OR10G8,2,TRUE,TRUE,0.087389961,0.090055548
OR10G7_OR10G9,OR10G7,OR10G9,1,TRUE,FALSE,0.09093295,
OR10G7_OR10S1,OR10G7,OR10S1,2,TRUE,TRUE,0.058280766,0.045309141
OR10G8_OR10G9,OR10G8,OR10G9,2,TRUE,TRUE,0.091763675,0.084193118
OR10G8_OR10S1,OR10G8,OR10S1,2,TRUE,TRUE,0.060273752,0.058906265
OR10G9_OR10S1,OR10G9,OR10S1,2,TRUE,TRUE,0.061761849,0.04632666
OR10H1_OR10H2,OR10H1,OR10H2,2,TRUE,TRUE,0.120331131,0.064506806
OR10H1_OR10H3,OR10H1,OR10H3,2,TRUE,TRUE,0.095916227,0.048610494
OR10H1_OR10H4,OR10H1,OR10H4,2,TRUE,TRUE,0.11589241,0.056046899
OR10H1_OR10H5,OR10H1,OR10H5,2,TRUE,TRUE,0.182346448,0.093220033
OR10H1_OR10J1,OR10H1,OR10J1,2,TRUE,TRUE,0.038597215,0.012454548
OR10H1_OR10J5,OR10H1,OR10J5,2,TRUE,TRUE,0.071648397,0.048778161
OR10H1_OR10K1,OR10H1,OR10K1,2,TRUE,TRUE,0.064200923,0.060988482
OR10H1_OR10K2,OR10H1,OR10K2,2,TRUE,TRUE,0.063897185,0.048523016
OR10H1_OR10R2,OR10H1,OR10R2,2,TRUE,TRUE,0.061810248,0.046536405
OR10H1_OR10T2,OR10H1,OR10T2,2,TRUE,TRUE,0.067535773,0.086820461
OR10H1_OR10X1,OR10H1,OR10X1,2,TRUE,TRUE,0.087382957,0.10608016
OR10H1_OR10Z1,OR10H1,OR10Z1,2,TRUE,TRUE,0.063087665,0.062215123
OR10H2_OR10H3,OR10H2,OR10H3,2,TRUE,TRUE,0.068421111,0.047415305
OR10H2_OR10H4,OR10H2,OR10H4,2,TRUE,TRUE,0.073359586,0.056046899
OR10H2_OR10H5,OR10H2,OR10H5,2,TRUE,TRUE,0.145948097,0.069246612
OR10H2_OR10J1,OR10H2,OR10J1,2,TRUE,TRUE,0.00130486,0.008246945
OR10H2_OR10J5,OR10H2,OR10J5,2,TRUE,TRUE,0.043800682,0.048778161
OR10H2_OR10K1,OR10H2,OR10K1,2,TRUE,TRUE,0.046205766,0.058598205
OR10H2_OR10K2,OR10H2,OR10K2,2,TRUE,TRUE,0.044228662,0.053715348
OR10H2_OR10R2,OR10H2,OR10R2,2,TRUE,TRUE,0.045697015,0.046258625
OR10H2_OR10T2,OR10H2,OR10T2,2,TRUE,TRUE,0.04580044,0.054272555
OR10H2_OR10X1,OR10H2,OR10X1,2,TRUE,TRUE,0.050768856,0.06082036
OR10H2_OR10Z1,OR10H2,OR10Z1,2,TRUE,TRUE,0.044240054,0.05924676
OR10H3_OR10H4,OR10H3,OR10H4,2,TRUE,TRUE,0.085753992,0.046848483
OR10H3_OR10H5,OR10H3,OR10H5,2,TRUE,TRUE,0.149458498,0.053038131
OR10H3_OR10J1,OR10H3,OR10J1,2,TRUE,TRUE,9.85E-05,0.007551668
OR10H3_OR10J5,OR10H3,OR10J5,2,TRUE,TRUE,0.042307612,0.042713657
OR10H3_OR10K1,OR10H3,OR10K1,2,TRUE,TRUE,0.045952909,0.051127739
OR10H3_OR10K2,OR10H3,OR10K2,2,TRUE,TRUE,0.043026783,0.043073278
OR10H3_OR10R2,OR10H3,OR10R2,2,TRUE,TRUE,0.044760596,0.039724648
OR10H3_OR10T2,OR10H3,OR10T2,2,TRUE,TRUE,0.045180481,0.058542505
OR10H3_OR10X1,OR10H3,OR10X1,2,TRUE,TRUE,0.057594739,0.06799873
OR10H3_OR10Z1,OR10H3,OR10Z1,2,TRUE,TRUE,0.044253632,0.053247645
OR10H4_OR10H5,OR10H4,OR10H5,2,TRUE,TRUE,0.14159289,0.060700487
OR10H4_OR10J1,OR10H4,OR10J1,2,TRUE,TRUE,0.001312217,0.009355527
OR10H4_OR10J5,OR10H4,OR10J5,2,TRUE,TRUE,0.043599784,0.043763377
OR10H4_OR10K1,OR10H4,OR10K1,2,TRUE,TRUE,0.045929387,0.053281493
OR10H4_OR10K2,OR10H4,OR10K2,2,TRUE,TRUE,0.045872178,0.051606722
OR10H4_OR10R2,OR10H4,OR10R2,2,TRUE,TRUE,0.045974791,0.046201237
OR10H4_OR10T2,OR10H4,OR10T2,2,TRUE,TRUE,0.050897531,0.052440934
OR10H4_OR10X1,OR10H4,OR10X1,2,TRUE,TRUE,0.054233726,0.060087815
OR10H4_OR10Z1,OR10H4,OR10Z1,2,TRUE,TRUE,0.046244629,0.055382118
OR10H5_OR10J1,OR10H5,OR10J1,2,TRUE,TRUE,0.045239117,0.025644969
OR10H5_OR10J5,OR10H5,OR10J5,2,TRUE,TRUE,0.064281292,0.057953745
OR10H5_OR10K1,OR10H5,OR10K1,2,TRUE,TRUE,0.079129077,0.071697928
OR10H5_OR10K2,OR10H5,OR10K2,2,TRUE,TRUE,0.078831457,0.060921155
OR10H5_OR10R2,OR10H5,OR10R2,2,TRUE,TRUE,0.070221193,0.052691299
OR10H5_OR10T2,OR10H5,OR10T2,2,TRUE,TRUE,0.072161913,0.093111865
OR10H5_OR10X1,OR10H5,OR10X1,2,TRUE,TRUE,0.0807136,0.105514884
OR10H5_OR10Z1,OR10H5,OR10Z1,2,TRUE,TRUE,0.071295507,0.071445487
OR10J1_OR10J5,OR10J1,OR10J5,2,TRUE,TRUE,0.00383504,0.00462775
OR10J1_OR10K1,OR10J1,OR10K1,2,TRUE,TRUE,0.000464659,0.00863367
OR10J1_OR10K2,OR10J1,OR10K2,2,TRUE,TRUE,0.000875169,0.007202253
OR10J1_OR10R2,OR10J1,OR10R2,2,TRUE,TRUE,0.001336979,0.001931284
OR10J1_OR10T2,OR10J1,OR10T2,2,TRUE,TRUE,5.35E-05,0.024466977
OR10J1_OR10X1,OR10J1,OR10X1,2,TRUE,TRUE,0.005945632,0.043325476
OR10J1_OR10Z1,OR10J1,OR10Z1,2,TRUE,TRUE,0.000463796,0.008138446
OR10J5_OR10K1,OR10J5,OR10K1,2,TRUE,TRUE,0.044536982,0.053080522
OR10J5_OR10K2,OR10J5,OR10K2,2,TRUE,TRUE,0.043671038,0.051513109
OR10J5_OR10R2,OR10J5,OR10R2,2,TRUE,TRUE,0.042852506,0.045033809
OR10J5_OR10T2,OR10J5,OR10T2,2,TRUE,TRUE,0.043116525,0.061364282
OR10J5_OR10X1,OR10J5,OR10X1,2,TRUE,TRUE,0.052861527,0.072478466
OR10J5_OR10Z1,OR10J5,OR10Z1,2,TRUE,TRUE,0.043669909,0.052119374
OR10K1_OR10K2,OR10K1,OR10K2,2,TRUE,TRUE,0.053188536,0.061259843
OR10K1_OR10R2,OR10K1,OR10R2,2,TRUE,TRUE,0.044033393,0.049566962
OR10K1_OR10T2,OR10K1,OR10T2,2,TRUE,TRUE,0.043827806,0.077152692
