paralog_pair,gene_A,gene_B,n_cell_lines_scored,scored_in_PC9,scored_in_HeLa,prediction_PC9,prediction_HeLa
GOLGA6C_GOLGA8T,GOLGA6C,GOLGA8T,1,TRUE,FALSE,0.106721357,
GOLGA6D_GOLGA6L1,GOLGA6D,GOLGA6L1,1,TRUE,FALSE,0.14005737,
GOLGA6D_GOLGA6L2,GOLGA6D,GOLGA6L2,2,TRUE,TRUE,0.025818039,0.175178319
GOLGA6D_GOLGA6L6,GOLGA6D,GOLGA6L6,1,TRUE,FALSE,0.239584073,
GOLGA6D_GOLGA6L7,GOLGA6D,GOLGA6L7,1,TRUE,FALSE,0.138811409,
GOLGA6D_GOLGA8A,GOLGA6D,GOLGA8A,1,TRUE,FALSE,0.071782775,
GOLGA6D_GOLGA8B,GOLGA6D,GOLGA8B,1,TRUE,FALSE,0.067125186,
GOLGA6D_GOLGA8F,GOLGA6D,GOLGA8F,1,TRUE,FALSE,0.099301569,
GOLGA6D_GOLGA8G,GOLGA6D,GOLGA8G,1,TRUE,FALSE,0.088397205,
GOLGA6D_GOLGA8H,GOLGA6D,GOLGA8H,1,TRUE,FALSE,0.146551654,
GOLGA6D_GOLGA8J,GOLGA6D,GOLGA8J,1,TRUE,FALSE,0.148601919,
GOLGA6D_GOLGA8K,GOLGA6D,GOLGA8K,1,TRUE,FALSE,0.150206417,
GOLGA6D_GOLGA8O,GOLGA6D,GOLGA8O,1,TRUE,FALSE,0.151114076,
GOLGA6D_GOLGA8Q,GOLGA6D,GOLGA8Q,1,TRUE,FALSE,0.101575129,
GOLGA6D_GOLGA8S,GOLGA6D,GOLGA8S,1,TRUE,FALSE,0.111773141,
GOLGA6D_GOLGA8T,GOLGA6D,GOLGA8T,1,TRUE,FALSE,0.102241799,
GOLGA6L1_GOLGA6L2,GOLGA6L1,GOLGA6L2,2,TRUE,TRUE,0.057957634,0.165897578
GOLGA6L1_GOLGA6L22,GOLGA6L1,GOLGA6L22,1,TRUE,FALSE,0.221831337,
GOLGA6L1_GOLGA6L6,GOLGA6L1,GOLGA6L6,1,TRUE,FALSE,0.171847239,
GOLGA6L1_GOLGA6L7,GOLGA6L1,GOLGA6L7,1,TRUE,FALSE,0.107339524,
GOLGA6L2_GOLGA6L22,GOLGA6L2,GOLGA6L22,2,TRUE,TRUE,0.047209121,0.153892279
GOLGA6L2_GOLGA6L6,GOLGA6L2,GOLGA6L6,2,TRUE,TRUE,0.12940377,0.130114838
GOLGA6L2_GOLGA6L7,GOLGA6L2,GOLGA6L7,2,TRUE,TRUE,0.004743682,0.141012132
GOLGA6L2_GOLGA8A,GOLGA6L2,GOLGA8A,2,TRUE,TRUE,0.006677964,0.129809514
GOLGA6L2_GOLGA8B,GOLGA6L2,GOLGA8B,2,TRUE,TRUE,0.010230871,0.128564999
GOLGA6L4_GOLGA6L10,GOLGA6L4,GOLGA6L10,1,TRUE,FALSE,0.101217955,
GOLGA6L4_GOLGA6L9,GOLGA6L4,GOLGA6L9,1,TRUE,FALSE,0.175856441,
GOLGA6L6_GOLGA6L22,GOLGA6L6,GOLGA6L22,1,TRUE,FALSE,0.368177176,
GOLGA6L6_GOLGA6L7,GOLGA6L6,GOLGA6L7,1,TRUE,FALSE,0.201171234,
GOLGA6L7_GOLGA8A,GOLGA6L7,GOLGA8A,1,TRUE,FALSE,0.014428677,
GOLGA6L7_GOLGA8B,GOLGA6L7,GOLGA8B,1,TRUE,FALSE,0.006873177,
GOLGA6L7_GOLGA8H,GOLGA6L7,GOLGA8H,1,TRUE,FALSE,0.128341138,
GOLGA6L7_GOLGA8J,GOLGA6L7,GOLGA8J,1,TRUE,FALSE,0.149337322,
GOLGA6L7_GOLGA8K,GOLGA6L7,GOLGA8K,1,TRUE,FALSE,0.136906296,
GOLGA6L7_GOLGA8O,GOLGA6L7,GOLGA8O,1,TRUE,FALSE,0.147021487,
GOLGA6L9_GOLGA6L10,GOLGA6L9,GOLGA6L10,1,TRUE,FALSE,0.163303763,
GOLGA8A_GOLGA8B,GOLGA8A,GOLGA8B,1,TRUE,FALSE,0.082800813,
GOLGA8A_GOLGA8F,GOLGA8A,GOLGA8F,1,TRUE,FALSE,0.008835024,
GOLGA8A_GOLGA8G,GOLGA8A,GOLGA8G,1,TRUE,FALSE,0.008369926,
GOLGA8A_GOLGA8H,GOLGA8A,GOLGA8H,1,TRUE,FALSE,0.094135292,
GOLGA8A_GOLGA8J,GOLGA8A,GOLGA8J,1,TRUE,FALSE,0.091887578,
GOLGA8A_GOLGA8K,GOLGA8A,GOLGA8K,1,TRUE,FALSE,0.100672916,
GOLGA8A_GOLGA8O,GOLGA8A,GOLGA8O,1,TRUE,FALSE,0.095353343,
GOLGA8A_GOLGA8Q,GOLGA8A,GOLGA8Q,1,TRUE,FALSE,0.020592768,
GOLGA8A_GOLGA8S,GOLGA8A,GOLGA8S,1,TRUE,FALSE,0.021231165,
GOLGA8A_GOLGA8T,GOLGA8A,GOLGA8T,1,TRUE,FALSE,0.022161299,
GOLGA8B_GOLGA8F,GOLGA8B,GOLGA8F,1,TRUE,FALSE,0.005824612,
GOLGA8B_GOLGA8G,GOLGA8B,GOLGA8G,1,TRUE,FALSE,0.004597896,
GOLGA8B_GOLGA8H,GOLGA8B,GOLGA8H,1,TRUE,FALSE,0.075876012,
GOLGA8B_GOLGA8J,GOLGA8B,GOLGA8J,1,TRUE,FALSE,0.078198642,
GOLGA8B_GOLGA8K,GOLGA8B,GOLGA8K,1,TRUE,FALSE,0.081387065,
GOLGA8B_GOLGA8O,GOLGA8B,GOLGA8O,1,TRUE,FALSE,0.076227255,
GOLGA8B_GOLGA8Q,GOLGA8B,GOLGA8Q,1,TRUE,FALSE,0.007985289,
GOLGA8B_GOLGA8S,GOLGA8B,GOLGA8S,1,TRUE,FALSE,0.009232628,
GOLGA8B_GOLGA8T,GOLGA8B,GOLGA8T,1,TRUE,FALSE,0.009344588,
GOLGA8F_GOLGA8H,GOLGA8F,GOLGA8H,1,TRUE,FALSE,0.097576588,
GOLGA8F_GOLGA8J,GOLGA8F,GOLGA8J,1,TRUE,FALSE,0.108264796,
GOLGA8F_GOLGA8K,GOLGA8F,GOLGA8K,1,TRUE,FALSE,0.101755753,
GOLGA8F_GOLGA8O,GOLGA8F,GOLGA8O,1,TRUE,FALSE,0.103533119,
GOLGA8G_GOLGA8H,GOLGA8G,GOLGA8H,1,TRUE,FALSE,0.088404901,
GOLGA8G_GOLGA8J,GOLGA8G,GOLGA8J,1,TRUE,FALSE,0.103074998,
GOLGA8G_GOLGA8K,GOLGA8G,GOLGA8K,1,TRUE,FALSE,0.092820473,
GOLGA8G_GOLGA8O,GOLGA8G,GOLGA8O,1,TRUE,FALSE,0.094778098,
GOLGA8H_GOLGA8J,GOLGA8H,GOLGA8J,1,TRUE,FALSE,0.156249076,
GOLGA8H_GOLGA8K,GOLGA8H,GOLGA8K,1,TRUE,FALSE,0.15816009,
GOLGA8H_GOLGA8O,GOLGA8H,GOLGA8O,1,TRUE,FALSE,0.160500214,
GOLGA8H_GOLGA8Q,GOLGA8H,GOLGA8Q,1,TRUE,FALSE,0.110738806,
GOLGA8H_GOLGA8S,GOLGA8H,GOLGA8S,1,TRUE,FALSE,0.110255167,
GOLGA8H_GOLGA8T,GOLGA8H,GOLGA8T,1,TRUE,FALSE,0.104669064,
GOLGA8J_GOLGA8K,GOLGA8J,GOLGA8K,1,TRUE,FALSE,0.162855312,
GOLGA8J_GOLGA8O,GOLGA8J,GOLGA8O,1,TRUE,FALSE,0.166781396,
GOLGA8J_GOLGA8Q,GOLGA8J,GOLGA8Q,1,TRUE,FALSE,0.118452854,
GOLGA8J_GOLGA8S,GOLGA8J,GOLGA8S,1,TRUE,FALSE,0.12438257,
GOLGA8J_GOLGA8T,GOLGA8J,GOLGA8T,1,TRUE,FALSE,0.115343906,
GOLGA8K_GOLGA8O,GOLGA8K,GOLGA8O,1,TRUE,FALSE,0.163648501,
GOLGA8K_GOLGA8Q,GOLGA8K,GOLGA8Q,1,TRUE,FALSE,0.117598653,
GOLGA8K_GOLGA8S,GOLGA8K,GOLGA8S,1,TRUE,FALSE,0.112805121,
GOLGA8K_GOLGA8T,GOLGA8K,GOLGA8T,1,TRUE,FALSE,0.114538953,
GOLGA8O_GOLGA8Q,GOLGA8O,GOLGA8Q,1,TRUE,FALSE,0.119700462,
GOLGA8O_GOLGA8S,GOLGA8O,GOLGA8S,1,TRUE,FALSE,0.124689408,
GOLGA8O_GOLGA8T,GOLGA8O,GOLGA8T,1,TRUE,FALSE,0.11049284,
GPR42_P2RY8,GPR42,P2RY8,1,TRUE,FALSE,0.007702204,
GPR89A_GPR89B,GPR89A,GPR89B,1,TRUE,FALSE,0.2513584,
GPRASP2_GPRASP3,GPRASP2,GPRASP3,2,TRUE,TRUE,0.008228326,0.008912718
GRAP_GRAPL,GRAP,GRAPL,2,TRUE,TRUE,0.028140474,0.06313175
GRIFIN_LGALS9B,GRIFIN,LGALS9B,1,TRUE,FALSE,0.070925556,
GRIFIN_LGALS9C,GRIFIN,LGALS9C,1,TRUE,FALSE,0.029723773,
GSTT2B_GSTT4,GSTT2B,GSTT4,1,TRUE,FALSE,0.010447554,
GTF2IRD2_GTF2IRD2B,GTF2IRD2,GTF2IRD2B,1,TRUE,FALSE,0.018415369,
H2AB1_H2AB2,H2AB1,H2AB2,1,TRUE,FALSE,0.043874409,
H2AB1_H2AB3,H2AB1,H2AB3,1,TRUE,FALSE,0.090298228,
H2AB1_H2AC13,H2AB1,H2AC13,1,TRUE,FALSE,0.132671341,
H2AB1_H2AC14,H2AB1,H2AC14,1,TRUE,FALSE,0.054215021,
H2AB1_H2AC18,H2AB1,H2AC18,1,TRUE,FALSE,0.065177478,
H2AB1_H2AC19,H2AB1,H2AC19,1,TRUE,FALSE,0.080769226,
H2AB2_H2AB3,H2AB2,H2AB3,1,TRUE,FALSE,0.087370068,
H2AB2_H2AC13,H2AB2,H2AC13,1,TRUE,FALSE,0.100905538,
H2AB2_H2AC14,H2AB2,H2AC14,1,TRUE,FALSE,0.051463883,
H2AB2_H2AC18,H2AB2,H2AC18,1,TRUE,FALSE,0.041057032,
H2AB2_H2AC19,H2AB2,H2AC19,1,TRUE,FALSE,0.062975831,
H2AB3_H2AC13,H2AB3,H2AC13,1,TRUE,FALSE,0.127076715,
H2AB3_H2AC14,H2AB3,H2AC14,1,TRUE,FALSE,0.073237978,
H2AB3_H2AC18,H2AB3,H2AC18,1,TRUE,FALSE,0.087266907,
H2AB3_H2AC19,H2AB3,H2AC19,1,TRUE,FALSE,0.087009497,
H2AC13_H2AC14,H2AC13,H2AC14,1,TRUE,FALSE,0.158565938,
H2AC13_H2AC18,H2AC13,H2AC18,1,TRUE,FALSE,0.143654898,
H2AC13_H2AC19,H2AC13,H2AC19,1,TRUE,FALSE,0.133194447,
H2AC14_H2AC18,H2AC14,H2AC18,1,TRUE,FALSE,0.111828186,
H2AC14_H2AC19,H2AC14,H2AC19,1,TRUE,FALSE,0.095149621,
H2AC18_H2AC19,H2AC18,H2AC19,1,TRUE,FALSE,0.151851729,
H2BC12L_H2BC21,H2BC12L,H2BC21,1,TRUE,FALSE,0.12849756,
H2BC12_H2BC12L,H2BC12,H2BC12L,1,TRUE,FALSE,0.046689082,
H2BC12_H2BC21,H2BC12,H2BC21,1,TRUE,FALSE,0.10244658,
H2BC12_H2BK1,H2BC12,H2BK1,1,TRUE,FALSE,0.04711321,
H2BC21_H2BK1,H2BC21,H2BK1,1,TRUE,FALSE,0.09861485,
H2BC7_H2BC12,H2BC7,H2BC12,1,TRUE,FALSE,0.065139249,
H2BC7_H2BC12L,H2BC7,H2BC12L,1,TRUE,FALSE,0.091367163,
H2BC7_H2BC21,H2BC7,H2BC21,1,TRUE,FALSE,0.123608924,
H2BC7_H2BK1,H2BC7,H2BK1,1,TRUE,FALSE,0.083893113,
H3C13_H3C14,H3C13,H3C14,1,TRUE,FALSE,0.26000005,
H3C13_H3C15,H3C13,H3C15,1,TRUE,FALSE,0.25173467,
H3C13_H3Y1,H3C13,H3Y1,1,TRUE,FALSE,0.146092147,
H3C14_H3C15,H3C14,H3C15,1,TRUE,FALSE,0.29011196,
H3C14_H3Y1,H3C14,H3Y1,1,TRUE,FALSE,0.207445279,
H3C15_H3Y1,H3C15,H3Y1,1,TRUE,FALSE,0.20117943,
H4C11_H4C12,H4C11,H4C12,1,TRUE,FALSE,0.116112255,
H4C11_H4C14,H4C11,H4C14,1,TRUE,FALSE,0.13444969,
H4C11_H4C15,H4C11,H4C15,1,TRUE,FALSE,0.18266107,
H4C12_H4C14,H4C12,H4C14,1,TRUE,FALSE,0.084902793,
H4C12_H4C15,H4C12,H4C15,1,TRUE,FALSE,0.105066262,
H4C14_H4C15,H4C14,H4C15,1,TRUE,FALSE,0.145721003,
HBA1_HBA2,HBA1,HBA2,1,TRUE,FALSE,0.091510847,
HNRNPCL2_HNRNPCL3,HNRNPCL2,HNRNPCL3,1,TRUE,FALSE,0.065909594,
HNRNPCL2_HNRNPCL4,HNRNPCL2,HNRNPCL4,1,TRUE,FALSE,0.065211162,
HNRNPCL3_HNRNPCL4,HNRNPCL3,HNRNPCL4,1,TRUE,FALSE,0.125640407,
HSFX1_HSFX2,HSFX1,HSFX2,1,TRUE,FALSE,0.086897202,
HSFX1_HSFY1,HSFX1,HSFY1,1,TRUE,FALSE,0.012451854,
HSFX1_HSFY2,HSFX1,HSFY2,1,TRUE,FALSE,0.011483055,
HSFX2_HSFY1,HSFX2,HSFY1,1,TRUE,FALSE,0.046609372,
HSFX2_HSFY2,HSFX2,HSFY2,1,TRUE,FALSE,0.049511816,
HSFX3_HSFY1,HSFX3,HSFY1,1,TRUE,FALSE,0.011202052,
HSFX3_HSFY2,HSFX3,HSFY2,1,TRUE,FALSE,0.010496441,
HSFX4_HSFY1,HSFX4,HSFY1,1,TRUE,FALSE,0.0105475,
HSFX4_HSFY2,HSFX4,HSFY2,1,TRUE,FALSE,0.008880982,
HSFY1_HSFY2,HSFY1,HSFY2,1,TRUE,FALSE,0.106468804,
HSPA1A_HSPA1B,HSPA1A,HSPA1B,1,TRUE,FALSE,0.35225675,
IFNA13_IFNA21,IFNA13,IFNA21,1,TRUE,FALSE,0.050722998,
IFNA1_IFNA13,IFNA1,IFNA13,1,TRUE,FALSE,0.076793224,
IFNA1_IFNA21,IFNA1,IFNA21,1,TRUE,FALSE,0.056183621,
KRT81_KRT86,KRT81,KRT86,2,TRUE,TRUE,0.031052178,0.117876381
KRTAP10-1_KRTAP10-4,KRTAP10-1,KRTAP10-4,2,TRUE,TRUE,0.027760219,0.159989685
KRTAP10-1_KRTAP10-6,KRTAP10-1,KRTAP10-6,2,TRUE,TRUE,0.039271824,0.257260948
KRTAP10-1_KRTAP10-7,KRTAP10-1,KRTAP10-7,2,TRUE,TRUE,0.055938113,0.200662598
KRTAP10-4_KRTAP10-6,KRTAP10-4,KRTAP10-6,2,TRUE,TRUE,0.010114854,0.110331684
KRTAP10-4_KRTAP10-7,KRTAP10-4,KRTAP10-7,2,TRUE,TRUE,0.037477229,0.11635305
KRTAP10-6_KRTAP10-7,KRTAP10-6,KRTAP10-7,2,TRUE,TRUE,0.083453767,0.179005966
KRTAP2-1_KRTAP2-2,KRTAP2-1,KRTAP2-2,1,TRUE,FALSE,0.035728939,
KRTAP2-1_KRTAP2-3,KRTAP2-1,KRTAP2-3,1,TRUE,FALSE,0.035988454,
KRTAP2-1_KRTAP2-4,KRTAP2-1,KRTAP2-4,1,TRUE,FALSE,0.030251319,
KRTAP2-2_KRTAP2-3,KRTAP2-2,KRTAP2-3,1,TRUE,FALSE,0.100488134,
KRTAP2-2_KRTAP2-4,KRTAP2-2,KRTAP2-4,1,TRUE,FALSE,0.048703942,
KRTAP2-3_KRTAP2-4,KRTAP2-3,KRTAP2-4,1,TRUE,FALSE,0.126789197,
KRTAP4-1_KRTAP4-3,KRTAP4-1,KRTAP4-3,2,TRUE,TRUE,0.024894016,0.015796484
KRTAP4-1_KRTAP4-4,KRTAP4-1,KRTAP4-4,2,TRUE,TRUE,0.015870312,0.057423767
KRTAP4-1_KRTAP4-7,KRTAP4-1,KRTAP4-7,1,TRUE,FALSE,0.034423932,
KRTAP4-3_KRTAP4-4,KRTAP4-3,KRTAP4-4,2,TRUE,TRUE,0.017193677,0.051335458
KRTAP4-3_KRTAP4-7,KRTAP4-3,KRTAP4-7,2,TRUE,TRUE,0.017894965,0.046564281
KRTAP4-4_KRTAP4-7,KRTAP4-4,KRTAP4-7,2,TRUE,TRUE,0.042340286,0.075743869
KRTAP9-2_KRTAP9-4,KRTAP9-2,KRTAP9-4,1,TRUE,FALSE,0.114376135,
LCN1_OBP2A,LCN1,OBP2A,2,TRUE,TRUE,0.002862305,0.111123532
LCN1_OBP2B,LCN1,OBP2B,2,TRUE,TRUE,0.003771664,0.079176225
LGALS9B_LGALS9C,LGALS9B,LGALS9C,1,TRUE,FALSE,0.06846258,
LIMS3_LIMS4,LIMS3,LIMS4,1,TRUE,FALSE,0.172361463,
LRRC37A_LRRC37A2,LRRC37A,LRRC37A2,1,TRUE,FALSE,0.200710803,
LYZL1_SPACA5,LYZL1,SPACA5,1,TRUE,FALSE,0.003565494,
LYZL1_SPACA5B,LYZL1,SPACA5B,1,TRUE,FALSE,0.001532008,
LYZL2_SPACA5,LYZL2,SPACA5,1,TRUE,FALSE,0.009520367,
LYZL2_SPACA5B,LYZL2,SPACA5B,1,TRUE,FALSE,0.010284519,
MAGEA2B_MAGEA3,MAGEA2B,MAGEA3,1,TRUE,FALSE,0.1144384,
MAGEA2B_MAGEA6,MAGEA2B,MAGEA6,1,TRUE,FALSE,0.119400471,
MAGEA2B_MAGEA9,MAGEA2B,MAGEA9,1,TRUE,FALSE,0.122671567,
MAGEA2B_MAGEA9B,MAGEA2B,MAGEA9B,1,TRUE,FALSE,0.101327553,
MAGEA2B_MAGED4,MAGEA2B,MAGED4,1,TRUE,FALSE,0.079621613,
MAGEA2B_MAGED4B,MAGEA2B,MAGED4B,1,TRUE,FALSE,0.121435538,
MAGEA2B_MAGEL2,MAGEA2B,MAGEL2,2,TRUE,TRUE,0.070879661,0.073863052
MAGEA2_MAGEA2B,MAGEA2,MAGEA2B,1,TRUE,FALSE,0.247735515,
MAGEA2_MAGEA3,MAGEA2,MAGEA3,1,TRUE,FALSE,0.110927254,
MAGEA2_MAGEA6,MAGEA2,MAGEA6,1,TRUE,FALSE,0.116762772,
MAGEA2_MAGEA9,MAGEA2,MAGEA9,1,TRUE,FALSE,0.143536761,
MAGEA2_MAGEA9B,MAGEA2,MAGEA9B,1,TRUE,FALSE,0.096704841,
MAGEA2_MAGED4,MAGEA2,MAGED4,1,TRUE,FALSE,0.078001156,
MAGEA2_MAGED4B,MAGEA2,MAGED4B,1,TRUE,FALSE,0.117188305,
MAGEA2_MAGEL2,MAGEA2,MAGEL2,2,TRUE,TRUE,0.067490213,0.070914574
MAGEA3_MAGEA6,MAGEA3,MAGEA6,1,TRUE,FALSE,0.124273099,
MAGEA3_MAGEA9,MAGEA3,MAGEA9,1,TRUE,FALSE,0.114754163,
MAGEA3_MAGEA9B,MAGEA3,MAGEA9B,1,TRUE,FALSE,0.08690916,
MAGEA3_MAGED4,MAGEA3,MAGED4,1,TRUE,FALSE,0.055452947,
MAGEA3_MAGED4B,MAGEA3,MAGED4B,1,TRUE,FALSE,0.112025216,
MAGEA3_MAGEL2,MAGEA3,MAGEL2,2,TRUE,TRUE,0.06635908,0.061499394
MAGEA6_MAGEA9,MAGEA6,MAGEA9,1,TRUE,FALSE,0.105645783,
MAGEA6_MAGEA9B,MAGEA6,MAGEA9B,1,TRUE,FALSE,0.07958027,
MAGEA6_MAGED4,MAGEA6,MAGED4,1,TRUE,FALSE,0.054089479,
MAGEA6_MAGED4B,MAGEA6,MAGED4B,1,TRUE,FALSE,0.102815397,
MAGEA6_MAGEL2,MAGEA6,MAGEL2,2,TRUE,TRUE,0.057519838,0.064545266
MAGEA9B_MAGED4,MAGEA9B,MAGED4,1,TRUE,FALSE,0.095493928,
MAGEA9B_MAGED4B,MAGEA9B,MAGED4B,1,TRUE,FALSE,0.120980769,
MAGEA9B_MAGEL2,MAGEA9B,MAGEL2,2,TRUE,TRUE,0.06032595,0.066851787
MAGEA9_MAGEA9B,MAGEA9,MAGEA9B,1,TRUE,FALSE,0.142268494,
MAGEA9_MAGED4,MAGEA9,MAGED4,1,TRUE,FALSE,0.103968248,
MAGEA9_MAGED4B,MAGEA9,MAGED4B,1,TRUE,FALSE,0.140838981,
MAGEA9_MAGEL2,MAGEA9,MAGEL2,2,TRUE,TRUE,0.086775392,0.071565591
MAGED4_MAGED4B,MAGED4,MAGED4B,1,TRUE,FALSE,0.072830915,
MARCHF1_MARCHF2,MARCHF1,MARCHF2,1,TRUE,FALSE,0.018511131,
MARCHF1_MARCHF3,MARCHF1,MARCHF3,2,TRUE,TRUE,0.00076761,0.083552629
MARCHF1_MARCHF6,MARCHF1,MARCHF6,2,TRUE,TRUE,0.033546243,0.308465272
MARCHF1_MARCHF8,MARCHF1,MARCHF8,2,TRUE,TRUE,0.00539769,0.00174945
MARCHF2_MARCHF6,MARCHF2,MARCHF6,2,TRUE,TRUE,0.234682038,0.395561904
MARCHF2_MARCHF8,MARCHF2,MARCHF8,2,TRUE,TRUE,0.123655505,0.008964318
MARCHF3_MARCHF6,MARCHF3,MARCHF6,2,TRUE,TRUE,0.114205733,0.374411285
MARCHF3_MARCHF8,MARCHF3,MARCHF8,2,TRUE,TRUE,0.042306248,0.005010418
MARCHF4_MARCHF11,MARCHF4,MARCHF11,2,TRUE,TRUE,0.0007375,0.018718474
MARCHF4_MARCHF9,MARCHF4,MARCHF9,2,TRUE,TRUE,0.000546282,0.000467303
MARCHF7_MARCHF10,MARCHF7,MARCHF10,2,TRUE,TRUE,0.009442238,0.000942795
MARCHF9_MARCHF11,MARCHF9,MARCHF11,2,TRUE,TRUE,0.001136816,0.06543085
MBD3L2B_MBD3L3,MBD3L2B,MBD3L3,1,TRUE,FALSE,0.083733208,
MBD3L2B_MBD3L4,MBD3L2B,MBD3L4,1,TRUE,FALSE,0.130910248,
MBD3L2B_MBD3L5,MBD3L2B,MBD3L5,1,TRUE,FALSE,0.095238931,
MBD3L2_MBD3L2B,MBD3L2,MBD3L2B,1,TRUE,FALSE,0.090632379,
MBD3L2_MBD3L3,MBD3L2,MBD3L3,1,TRUE,FALSE,0.10768342,
MBD3L2_MBD3L4,MBD3L2,MBD3L4,1,TRUE,FALSE,0.115963466,
MBD3L2_MBD3L5,MBD3L2,MBD3L5,1,TRUE,FALSE,0.10235516,
MBD3L3_MBD3L4,MBD3L3,MBD3L4,1,TRUE,FALSE,0.119187281,
MBD3L3_MBD3L5,MBD3L3,MBD3L5,1,TRUE,FALSE,0.119088709,
MBD3L4_MBD3L5,MBD3L4,MBD3L5,1,TRUE,FALSE,0.122897208,
METTL2A_METTL8,METTL2A,METTL8,2,TRUE,TRUE,0.013547301,0.052317932
METTL2B_METTL8,METTL2B,METTL8,2,TRUE,TRUE,0.027110133,0.044878237
MS4A4E_MS4A18,MS4A4E,MS4A18,1,FALSE,TRUE,,0.17109707
MT1G_MT1HL1,MT1G,MT1HL1,2,TRUE,TRUE,0.010010485,0.026618892
MT1G_MT1X,MT1G,MT1X,2,TRUE,TRUE,0.03121927,0.04543931
MT1HL1_MT1X,MT1HL1,MT1X,1,TRUE,FALSE,0.038582437,
MTARC1_MTARC2,MTARC1,MTARC2,1,TRUE,FALSE,0.005899637,
MTRNR2L1_MTRNR2L3,MTRNR2L1,MTRNR2L3,1,TRUE,FALSE,0.05445559,
MTRNR2L1_MTRNR2L5,MTRNR2L1,MTRNR2L5,1,TRUE,FALSE,0.12348865,
MTRNR2L1_MTRNR2L6,MTRNR2L1,MTRNR2L6,1,TRUE,FALSE,0.053399079,
MTRNR2L1_MTRNR2L8,MTRNR2L1,MTRNR2L8,1,TRUE,FALSE,0.035924502,
MTRNR2L3_MTRNR2L5,MTRNR2L3,MTRNR2L5,1,TRUE,FALSE,0.182628497,
MTRNR2L3_MTRNR2L6,MTRNR2L3,MTRNR2L6,1,TRUE,FALSE,0.07715261,
MTRNR2L3_MTRNR2L8,MTRNR2L3,MTRNR2L8,1,TRUE,FALSE,0.0599485,
MTRNR2L5_MTRNR2L6,MTRNR2L5,MTRNR2L6,1,TRUE,FALSE,0.063143216,
MTRNR2L5_MTRNR2L8,MTRNR2L5,MTRNR2L8,1,TRUE,FALSE,0.040495638,
MTRNR2L6_MTRNR2L8,MTRNR2L6,MTRNR2L8,1,TRUE,FALSE,0.012869202,
MUC5AC_OTOGL,MUC5AC,OTOGL,2,TRUE,TRUE,0.002156692,0.000848884
NBPF10_NBPF11,NBPF10,NBPF11,1,TRUE,FALSE,0.250630617,
NBPF10_NBPF12,NBPF10,NBPF12,1,TRUE,FALSE,0.186107814,
NBPF10_NBPF14,NBPF10,NBPF14,2,TRUE,TRUE,0.113793641,0.1121905
NBPF10_NBPF15,NBPF10,NBPF15,1,TRUE,FALSE,0.251409113,
NBPF10_NBPF19,NBPF10,NBPF19,1,TRUE,FALSE,0.188421875,
NBPF10_NBPF20,NBPF10,NBPF20,1,TRUE,FALSE,0.096968211,
NBPF10_NBPF26,NBPF10,NBPF26,1,TRUE,FALSE,0.289085686,
NBPF11_NBPF12,NBPF11,NBPF12,1,TRUE,FALSE,0.116601132,
NBPF11_NBPF14,NBPF11,NBPF14,2,TRUE,TRUE,0.276666552,0.218791157
NBPF11_NBPF15,NBPF11,NBPF15,1,TRUE,FALSE,0.114876635,
NBPF11_NBPF19,NBPF11,NBPF19,1,TRUE,FALSE,0.342118084,
NBPF11_NBPF26,NBPF11,NBPF26,1,TRUE,FALSE,0.272066176,
NBPF12_NBPF14,NBPF12,NBPF14,2,TRUE,TRUE,0.140762255,0.123331912
NBPF12_NBPF15,NBPF12,NBPF15,1,TRUE,FALSE,0.124125607,
NBPF12_NBPF19,NBPF12,NBPF19,1,TRUE,FALSE,0.248702705,
NBPF12_NBPF20,NBPF12,NBPF20,1,TRUE,FALSE,0.23122327,
NBPF12_NBPF26,NBPF12,NBPF26,1,TRUE,FALSE,0.208583668,
NBPF14_NBPF15,NBPF14,NBPF15,2,TRUE,TRUE,0.277344108,0.245573997
NBPF14_NBPF19,NBPF14,NBPF19,2,TRUE,TRUE,0.210910484,0.180558145
NBPF14_NBPF20,NBPF14,NBPF20,2,TRUE,TRUE,0.11278066,0.123348467
NBPF14_NBPF26,NBPF14,NBPF26,2,TRUE,TRUE,0.233182877,0.100219786
NBPF15_NBPF19,NBPF15,NBPF19,1,TRUE,FALSE,0.342821628,
NBPF15_NBPF20,NBPF15,NBPF20,1,TRUE,FALSE,0.252275467,
NBPF15_NBPF26,NBPF15,NBPF26,1,TRUE,FALSE,0.256374359,
NBPF19_NBPF20,NBPF19,NBPF20,1,TRUE,FALSE,0.210630849,
NBPF1_NBPF10,NBPF1,NBPF10,1,TRUE,FALSE,0.236458272,
NBPF1_NBPF11,NBPF1,NBPF11,1,TRUE,FALSE,0.099617705,
NBPF1_NBPF12,NBPF1,NBPF12,1,TRUE,FALSE,0.044049583,
NBPF1_NBPF14,NBPF1,NBPF14,2,TRUE,TRUE,0.223853737,0.193795025
NBPF1_NBPF15,NBPF1,NBPF15,1,TRUE,FALSE,0.163507283,
NBPF1_NBPF20,NBPF1,NBPF20,1,TRUE,FALSE,0.249227077,
NBPF1_NBPF4,NBPF1,NBPF4,1,TRUE,FALSE,0.170953497,
NBPF1_NBPF6,NBPF1,NBPF6,1,TRUE,FALSE,0.1586072,
NBPF1_NBPF9,NBPF1,NBPF9,1,TRUE,FALSE,0.080864944,
